id	index	title	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	genre
4225	7913	Meeting Lars	0.715	0.135	9	-20.152	1	0.945	0.718	0	0.14	0.61	111.743	metal
4226	15081	As If It's Your Last	0.786	0.853	8	-2.687	1	0.0816	0.0688	0	0.0759	0.463	125.034	party
4227	70	Bodak Yellow	0.929	0.723	11	-5.792	0	0.109	0.0672	0	0.346	0.468	125.022	pop
4228	7912	Dream No More	0.495	0.937	7	-3.702	1	0.0525	0.0000563	0.00293	0.0613	0.309	97.624	metal
4229	5775	Hold On, We're Going Home	0.772	0.407	6	-7.442	0	0.0907	0.00349	0.000024	0.0705	0.287	100.006	hiphop
4230	1181	Little Talks	0.473	0.789	1	-5.171	1	0.0336	0.0263	0	0.132	0.397	103.225	indie_alt
4231	15059	Sun Models (feat. Madelyn Grant)	0.683	0.481	8	-9.174	0	0.075	0.191	0.736	0.0907	0.474	120.001	party
4232	20199	Carry Yourself	0.675	0.575	7	-4.896	0	0.0303	0.736	0.0171	0.119	0.773	85.962	blues
4233	18598	Amorosa Guajira	0.762	0.243	5	-12.631	0	0.0392	0.871	0.00124	0.22	0.621	107.952	latin
4234	11121	Yeah!	0.646	0.533	8	-11.824	0	0.0831	0.454	0.00763	0.0973	0.832	103.719	jazz
4235	2014	Into the Night (Radio Edit)	0.393	0.765	9	-6.391	0	0.0309	0.000761	0.0598	0.435	0.337	176.005	indie_alt
4236	11149	Águas De Março	0.649	0.375	3	-14.795	1	0.134	0.819	0	0.12	0.504	143.807	jazz
4237	15883	Anymore	0.666	0.725	8	-6.239	1	0.0277	0.000182	0.0234	0.0967	0.417	113.982	party
4238	19193	Get A Little Closer	0.679	0.765	8	-6.553	0	0.0593	0.0649	0	0.0585	0.887	152.067	romance
4239	14295	Parsifal: Prelude	0.0798	0.0631	8	-24.093	1	0.0431	0.986	0.91	0.0695	0.0284	80.977	classical
4240	16286	Besándote (feat. Anne-Marie) - Remix	0.736	0.779	7	-4.717	1	0.04	0.0906	0.00000209	0.158	0.654	94.974	latin
4241	19634	Whole Wide World	0.726	0.448	5	-8.883	1	0.0437	0.631	0.000313	0.118	0.628	108.892	romance
4242	13407	Concerto for 3 Violins and Strings, BWV 1064: Allegro	0.497	0.329	1	-16.058	1	0.0417	0.872	0.00928	0.0588	0.834	94.516	classical
4243	3765	Turn to Stone	0.506	0.726	8	-8.567	0	0.0434	0.017	0.00119	0.288	0.384	140.837	funk
4244	10564	Happy-Go-Lucky Local - Live	0.485	0.568	0	-10.783	0	0.064	0.731	0.233	0.691	0.7	79.438	jazz
4245	6054	Why You Always Hatin?	0.927	0.343	0	-9.371	0	0.547	0.0411	0	0.136	0.391	93.018	hiphop
4246	20746	Third Degree	0.257	0.571	0	-12.183	1	0.0414	0.15	0.0207	0.11	0.827	201.459	blues
4247	2963	When We Were Young	0.398	0.629	11	-6.249	1	0.0309	0.137	0.0000112	0.109	0.337	141.866	punk
4248	19331	Am I Dreaming	0.65	0.241	6	-16.977	1	0.0377	0.552	0.0000482	0.0849	0.189	123.956	romance
4249	12959	Symphony No. 9 in D Minor, WAB 109 (original 1894 version, ed. L. Nowak): II. Scherzo: Bewegt, lebhaft - Trio: Schnell - Scherzo (da capo)	0.31	0.0771	6	-19.711	0	0.0358	0.956	0.739	0.0883	0.0532	178.864	classical
4250	6915	B.Y.O.B.	0.556	0.981	1	-2.688	0	0.128	0.00662	0	0.218	0.703	101.423	metal
4251	15543	Waves	0.773	0.96	4	-5.456	1	0.0611	0.000585	0.384	0.358	0.188	123.016	party
4252	11459	Sweat (A La La La La Long)	0.787	0.727	0	-7.705	1	0.224	0.0124	0	0.157	0.932	173.025	reggae
4253	7086	Home	0.622	0.941	9	-4.651	1	0.162	0.0027	0.00185	0.132	0.548	89.756	metal
4254	947	Silvery	0.536	0.357	1	-11.354	1	0.033	0.948	0.0801	0.334	0.0876	120.057	indie_alt
4255	11825	Put a Little Love	0.731	0.651	0	-8.755	1	0.0705	0.0117	0	0.052	0.627	77.866	reggae
4256	15583	Hey Ma	0.722	0.667	8	-5.737	1	0.406	0.0306	0.00000602	0.0856	0.918	180.627	party
4257	14297	Symphony No.8 In C Minor, WAB 108 - Ed. Haas: 1. Allegro moderato	0.176	0.0828	10	-19.218	0	0.0417	0.906	0.915	0.0581	0.0344	110.431	classical
4258	10278	Tale of Two Cities	0.616	0.705	9	-7.636	1	0.0351	0.0538	0.704	0.0692	0.419	92.019	jazz
4259	8096	Recalibrate	0.532	0.892	6	-5.952	0	0.0492	0.000977	0.903	0.302	0.252	94	metal
4260	12976	"Fantasy in C Major, Op. 15, D. 760, ""Wandererfantasie"": I. Allegro con fuoco ma non troppo"	0.395	0.133	0	-21.215	1	0.0402	0.991	0.912	0.12	0.132	128.077	classical
4261	11672	One Day - New Album Version	0.346	0.61	0	-5.818	1	0.15	0.198	0	0.117	0.237	68.552	reggae
4262	15132	Ponytail	0.517	0.953	11	-1.085	1	0.0588	0.171	0	0.789	0.811	161.899	party
4263	14462	"Berg: Violin Concerto, ""To the memory of an angel"": I. Allegro - Adagio"	0.0686	0.0496	5	-26.192	1	0.0435	0.922	0.25	0.112	0.0347	63.717	classical
4264	18148	El Eco De Su Voz	0.376	0.367	11	-8.263	1	0.0313	0.158	0	0.0718	0.176	147.885	latin
4265	1155	After the Moment	0.609	0.874	9	-3.889	1	0.0293	0.0263	0.0000499	0.328	0.75	112.011	indie_alt
4266	9746	Burn Out - Live From Spotify House SXSW 2016	0.668	0.705	7	-4.704	1	0.0427	0.255	0	0.798	0.606	104.309	country
4267	4320	Flagpole Sitta	0.351	0.899	7	-4.119	1	0.0432	0.00184	0.000116	0.284	0.508	145.015	rock
4268	6281	Adore You	0.649	0.748	7	-6.276	1	0.042	0.0206	0.0000646	0.246	0.341	104.028	hiphop
4269	20202	The Answer	0.676	0.648	6	-6.456	1	0.0294	0.00703	0.00137	0.113	0.884	115.964	blues
4270	6795	The Remedy	0.356	0.995	4	-3.366	0	0.172	0.00000326	0.000196	0.403	0.167	183.985	metal
4271	2479	Petals on The Wind (Remake Version)	0.73	0.418	2	-6.735	1	0.0319	0.654	0.0000751	0.13	0.401	139.888	indie_alt
4272	6773	Bottom Feeder	0.229	0.997	6	-3.309	0	0.453	0.000224	0.00174	0.0805	0.0341	94.302	metal
4273	2951	Friday	0.377	0.954	9	-6.868	1	0.0607	0.000582	0.0000338	0.171	0.664	155.045	punk
4274	14569	String Quartet No. 3 in E-Flat Major: IV. Presto agitato	0.369	0.0629	3	-23.353	1	0.0527	0.956	0.745	0.0926	0.26	85.58	classical
4275	10858	What A Diff'rence A Day Made	0.308	0.195	0	-13.039	1	0.0334	0.945	0.0000955	0.119	0.228	160.61	jazz
4276	18773	Sexual Healing	0.805	0.601	0	-9.7	0	0.0579	0.119	0.000129	0.0581	0.742	94.382	romance
4277	14029	My Reverie	0.432	0.076	5	-14.38	1	0.0388	0.951	0	0.0964	0.309	106.696	classical
4278	16891	Drenas	0.87	0.759	7	-6.804	1	0.0832	0.0736	0.546	0.0815	0.623	129.973	latin
4279	185	Bad Blood	0.65	0.793	7	-6.083	1	0.185	0.0795	0.000013	0.168	0.282	170.101	pop
4280	13849	"Symphony No.3 - ""Chant de la nuit"", Op.27: Largo..."	0.0682	0.229	7	-18.763	1	0.0546	0.659	0.0639	0.154	0.0349	74.488	classical
4281	19375	Be With You	0.747	0.827	1	-2.944	0	0.0421	0.173	0	0.0949	0.386	104.017	romance
4282	14265	Magnificat	0.231	0.191	2	-17.702	0	0.043	0.971	0.794	0.13	0.0353	128.85	classical
4283	20610	Mannish Boy	0.567	0.666	2	-8.658	1	0.145	0.841	0.0000253	0.711	0.761	113.529	blues
4284	18752	Back for Good - Radio Mix	0.6	0.504	5	-9.761	1	0.0292	0.308	0	0.137	0.57	78.961	romance
4285	15840	Kill V. Maim	0.578	0.947	11	-2.431	0	0.036	0.00744	0.0816	0.105	0.452	134.034	party
4286	18933	I Get Lonely	0.799	0.514	7	-6.794	0	0.0478	0.291	0	0.518	0.44	125.104	romance
4287	20743	Shake Your Money Maker	0.502	0.659	2	-7.473	1	0.0416	0.701	0.000225	0.115	0.84	101.382	blues
4288	6025	So You Want to Be a Gangster	0.687	0.373	2	-13.988	1	0.101	0.000186	0.0117	0.325	0.49	110.504	hiphop
4289	1031	Sorry	0.669	0.777	8	-4.562	0	0.0269	0.00213	0.000055	0.128	0.527	128.004	indie_alt
4290	18425	Tremenda Pena	0.69	0.793	6	-7.837	0	0.105	0.134	0	0.0637	0.606	180.027	latin
4291	3931	Help Yourself to My Love	0.803	0.352	6	-13.288	0	0.0726	0.0408	0.00000305	0.184	0.621	105.103	funk
4292	5784	Drop It Low	0.63	0.695	1	-5.007	0	0.134	0.00176	0.0000262	0.0859	0.403	175.896	hiphop
4293	5569	Doubted Me	0.828	0.643	1	-4.298	0	0.0333	0.187	0.000158	0.133	0.751	139.996	hiphop
4294	12259	Fantaisie in A Major, Op. 124	0.241	0.0505	2	-25.522	1	0.0559	0.874	0.0363	0.114	0.0389	93.976	classical
4295	1363	Rebellion (Lies)	0.401	0.941	8	-5.652	1	0.0349	0.0068	0.607	0.288	0.738	127.178	indie_alt
4296	5957	Pt. 2	0.67	0.724	11	-4.141	1	0.361	0.577	0	0.789	0.27	145.105	hiphop
4297	4912	Whole Lotta Shakin' Going On	0.379	0.53	0	-11.281	1	0.0313	0.664	0.00000445	0.14	0.574	159.177	rock
4298	6663	Break Through	0.536	0.1	8	-24.719	0	0.512	0.994	0.913	0.111	0.238	69.164	hiphop
4299	2345	Used to Be in Love	0.83	0.631	11	-5.238	0	0.0313	0.0022	0.0359	0.0539	0.871	128.013	indie_alt
4300	14360	"Mai Nozipo (""Mother Nozipo"")"	0.493	0.17	6	-25.165	0	0.0557	0.904	0.101	0.179	0.0395	124.563	classical
4301	10512	Body and Soul	0.659	0.107	10	-16.601	0	0.0583	0.975	0.935	0.159	0.7	94.943	jazz
4302	9736	Real Good Man - Live From Spotify NYC	0.442	0.747	9	-6.825	0	0.0749	0.0068	0.000016	0.883	0.73	180.001	country
4303	531	Bad Day	0.583	0.667	3	-7.351	1	0.029	0.27	0.0000364	0.167	0.515	140.028	pop
4304	2373	Collect	0.739	0.48	6	-5.267	0	0.291	0.0789	0	0.111	0.697	76.125	indie_alt
4305	8321	Ending	0.291	0.974	10	-4.915	0	0.158	0.0000115	0.569	0.42	0.114	102.86	metal
4306	10615	Blue In Green (Take 3)	0.376	0.111	2	-20.011	0	0.0531	0.974	0.849	0.0874	0.11	63.963	jazz
4307	2637	3 Brothers Down	0.362	0.55	10	-5.398	0	0.0446	0.511	0.00319	0.0727	0.452	84.375	indie_alt
4308	13160	Earth	0.198	0.142	4	-22.462	1	0.0415	0.85	0.975	0.0998	0.0698	87.49	classical
4309	13764	Equus	0.359	0.327	5	-14.031	0	0.0409	0.904	0.837	0.0613	0.126	108.788	classical
4310	9851	Blue in Green	0.421	0.0161	2	-25.358	0	0.0374	0.81	0.0021	0.0978	0.155	110.926	jazz
4311	9576	Marry Me	0.588	0.408	3	-8.662	1	0.0237	0.113	0	0.13	0.484	85.008	country
4312	305	Need You Now - Acoustic	0.599	0.321	10	-9.001	1	0.0511	0.905	0	0.185	0.353	137.841	pop
4313	4168	Hometown	0.462	0.837	9	-5.078	1	0.0868	0.207	0	0.0967	0.498	129.01	rock
4314	11895	Body Talk (feat. Chris Hierro)	0.754	0.932	8	-5.073	1	0.059	0.0995	0.000419	0.201	0.861	130.017	reggae
4315	4543	Who's Gonna Ride Your Wild Horses	0.436	0.682	7	-10.598	1	0.0384	0.041	0.000155	0.0712	0.431	132.663	rock
4316	13307	Titanium	0.545	0.335	7	-8.576	0	0.0335	0.761	0.647	0.154	0.483	123.99	classical
4317	9841	So Lovely	0.296	0.0709	3	-14.832	0	0.0312	0.967	0.804	0.105	0.066	95.028	jazz
4318	13149	Define Dancing	0.458	0.386	1	-13.752	1	0.0295	0.806	0.886	0.12	0.0857	98.925	classical
4319	468	Lot To Learn	0.57	0.468	6	-4.192	1	0.047	0.758	0	0.206	0.34	137.855	pop
4320	19338	Da Ra Da (Song by Whee In, Jeff Bernat and B.O.)	0.494	0.36	5	-7.142	0	0.0297	0.683	0	0.177	0.286	80.116	romance
4321	4216	Young Lady, You're Scaring Me	0.371	0.921	9	-5.533	1	0.0784	0.0113	0.000027	0.43	0.495	109.675	rock
4322	10356	Body And Soul	0.517	0.269	1	-16.09	1	0.0332	0.851	0.474	0.1	0.276	141.846	jazz
4323	20676	Lamb's Blood Has Washed Me Clean	0.499	0.174	10	-14.293	1	0.0455	0.996	0.105	0.0932	0.724	100.294	blues
4324	5130	I Can't	0.569	0.849	11	-4.143	1	0.0472	0.00171	0.000034	0.151	0.485	145.93	rock
4325	16006	Besándote	0.724	0.809	7	-4.96	1	0.056	0.0345	0	0.169	0.495	95.037	latin
4326	19428	Fantasia on a Theme by Thomas Tallis	0.0994	0.121	7	-17.763	1	0.0433	0.793	0.827	0.335	0.0377	89.428	romance
4327	10944	Magic Sunday	0.837	0.397	2	-8.808	0	0.0579	0.0413	0.943	0.11	0.642	86.156	jazz
4328	17229	Cheque en Blanco	0.659	0.53	4	-4.955	1	0.0289	0.48	0	0.66	0.673	110.757	latin
4329	11986	Études-tableaux, Op. 33: No. 4 in D Minor. Moderato	0.434	0.105	2	-25.066	0	0.0489	0.993	0.927	0.0504	0.0971	139.739	classical
4330	17862	Siempre Te Voy A Querer	0.769	0.45	0	-4.194	1	0.0309	0.56	0	0.133	0.577	129.866	latin
4331	19488	Carmen Suite No. 2: Habanera: Allegretto quasi Andantino (Act I)	0.397	0.0211	2	-27.023	1	0.0363	0.962	0.0645	0.269	0.517	93.563	romance
4332	19942	Thinking Out Loud	0.781	0.445	2	-6.061	1	0.0295	0.474	0	0.184	0.584	78.998	romance
4333	16248	Echa Pa'lla (Manos Pa'rriba)	0.464	0.842	10	-3.64	1	0.269	0.0597	0	0.037	0.959	89.759	latin
4334	2324	Ringer	0.569	0.871	5	-2.625	1	0.0423	0.000171	0.0000142	0.325	0.432	100.088	indie_alt
4335	10579	Lady Bird - Alternate Take;1985 Digital Remaster	0.389	0.376	0	-10.771	1	0.0411	0.886	0.00109	0.0895	0.764	175.7	jazz
4336	2023	Junk Food Forever	0.155	0.735	3	-4.077	1	0.0496	0.000102	0	0.127	0.451	151.012	indie_alt
4337	9752	Come Over - Live From Spotify NYC	0.495	0.577	1	-7.926	1	0.288	0.698	0	0.694	0.459	86.805	country
4338	570	Never Gonna Give You Up	0.695	0.976	8	-6.982	1	0.0428	0.0262	0.0000241	0.182	0.932	113.357	pop
4339	13572	Up Red Bull Creek	0.359	0.163	9	-18.867	0	0.043	0.943	0.976	0.172	0.106	146.656	classical
4340	14846	Mozart : Piano Concerto No.9 in E flat major K271, 'Jeunehomme' : II Andantino	0.336	0.0388	0	-25.382	0	0.0325	0.984	0.868	0.123	0.0588	92.902	classical
4341	19227	I Want To Know What Love Is - Remastered	0.477	0.471	6	-10.036	1	0.0277	0.193	0.00000176	0.131	0.42	81.204	romance
4342	4493	Peace Train	0.61	0.582	0	-10.422	1	0.044	0.119	0.0000376	0.12	0.777	82.492	rock
4343	1949	Daniel	0.593	0.658	8	-8.393	0	0.0364	0.0118	0.0204	0.137	0.45	135.053	indie_alt
4344	14280	Symphony No. 2 in D Major, Op. 73: I. Allegro non troppo - Live	0.183	0.0706	2	-20.391	1	0.0368	0.953	0.925	0.165	0.0396	106.659	classical
4345	7495	To Starve You	0.482	0.987	1	-6.188	1	0.109	0.0000494	0.449	0.189	0.242	144.985	metal
4346	15239	The Jam	0.68	0.941	0	-8.093	1	0.0532	0.000817	0.621	0.0852	0.338	124.035	party
4347	17502	Lucía	0.312	0.0931	2	-23.102	1	0.0354	0.959	0.867	0.115	0.144	31.689	latin
4348	16045	Loco Enamorado	0.69	0.872	11	-2.984	0	0.0588	0.226	0	0.0858	0.72	94	latin
4349	2575	The Jean Genie - 2013 Remastered Version	0.583	0.612	9	-7.101	1	0.0311	0.355	0.00000855	0.444	0.786	128.252	indie_alt
4350	9213	Hard To Love	0.638	0.722	9	-6.177	1	0.0332	0.0119	0.00808	0.189	0.483	103.017	country
4351	15383	Bust Your Windows	0.683	0.664	5	-4.233	0	0.0332	0.538	0	0.0671	0.871	106.991	party
4352	6270	Do Like That	0.812	0.366	5	-10.245	0	0.447	0.36	0	0.0793	0.655	114.093	hiphop
4353	9966	Misty	0.328	0.0421	6	-22.933	1	0.0426	0.993	0.525	0.0964	0.186	52.793	jazz
4354	15593	September	0.693	0.825	9	-7.308	1	0.0301	0.162	0.00144	0.251	0.981	125.892	party
4355	11785	Uk Warriors	0.821	0.737	8	-3.844	0	0.301	0.0613	0.000297	0.155	0.595	86.952	reggae
4356	12338	Symphony No.4 In E Minor, Op.98: 4. Allegro energico e passionato - Più allegro	0.245	0.137	4	-17.533	0	0.0379	0.966	0.813	0.0998	0.0633	139.998	classical
4357	20149	Spells You	0.64	0.148	10	-13.735	0	0.0344	0.976	0.000199	0.107	0.123	105.07	romance
4358	7796	Riot	0.518	0.961	9	-3.738	1	0.0911	0.0066	0	0.316	0.184	102.995	metal
4359	3289	The Only Thing I Could Wish For - Remastered	0.498	0.788	1	-8.443	1	0.0512	0.51	0.0106	0.0299	0.894	88.983	funk
4360	20185	Heart	0.689	0.336	4	-8.965	1	0.0304	0.203	0	0.0965	0.649	121.954	romance
4361	1141	If You Know That I'm Lonely	0.393	0.542	7	-6.064	1	0.0325	0.564	0	0.239	0.624	145.914	indie_alt
4362	11814	Hey Now Now	0.844	0.781	9	-4.839	1	0.234	0.0498	0	0.277	0.73	90.035	reggae
4363	19918	Stubborn Love	0.598	0.56	0	-11.679	1	0.0375	0.607	0.0432	0.196	0.225	115.01	romance
4364	15076	Two High	0.649	0.762	11	-5.153	0	0.0447	0.0852	0.00383	0.118	0.475	107.034	party
4365	13860	Trois Phantasiestücke pour clarinette et piano, Op. 73: I. Zart und mit Ausdruck	0.0924	0.0234	9	-25.763	0	0.0432	0.993	0.877	0.0694	0.045	75.977	classical
4366	7837	Prometheus	0.232	0.877	2	-6.228	1	0.0496	0.00000664	0.74	0.249	0.253	120.009	metal
4367	7522	Heavy Metal Never Dies	0.491	0.972	9	-3.125	1	0.0935	0.0266	0.00128	0.257	0.42	137.949	metal
4368	13630	Variations on a Theme by Handel, Op. 107: The Variazioni su un tema di Handel, Op. 107	0.245	0.0365	9	-29.171	1	0.051	0.987	0.917	0.0874	0.267	79.899	classical
4369	15718	Uno Más	0.882	0.729	4	-5.094	0	0.23	0.339	0.000994	0.301	0.477	100.006	party
4370	159	Starships	0.748	0.727	11	-2.42	0	0.0871	0.167	0	0.166	0.68	125.014	pop
4371	9535	You've Got to Stand for Something	0.544	0.577	4	-9.842	1	0.0343	0.188	0	0.11	0.466	83.472	country
4372	20337	Juke - Single Version	0.569	0.66	4	-9.442	1	0.0792	0.768	0.892	0.0792	0.597	145.914	blues
4373	2064	West Coast	0.59	0.748	0	-5.379	1	0.0375	0.00306	0.0000215	0.11	0.471	95.989	indie_alt
4374	884	Day I Die	0.432	0.947	2	-5.442	1	0.0945	0.00389	0.711	0.0777	0.382	147.97	indie_alt
4375	17858	Borro Cassette	0.73	0.701	5	-5.885	0	0.106	0.132	0	0.151	0.789	175.95	latin
4376	15874	Beatific	0.868	0.752	9	-7.379	0	0.0358	0.0104	0.0036	0.249	0.971	112.433	party
4377	4966	Weatherman	0.404	0.917	0	-3.086	1	0.0972	0.0045	0.0000491	0.437	0.356	85.173	rock
4378	7058	Rapture	0.444	0.702	6	-6.799	1	0.0608	0.00641	0.00000775	0.217	0.264	148.096	metal
4379	16044	Ahora Dice	0.708	0.693	6	-5.516	1	0.138	0.246	0	0.129	0.418	143.965	latin
4380	18301	Dos Locos	0.918	0.664	1	-4.767	0	0.0502	0.0878	0.00026	0.0729	0.837	129.998	latin
4381	9132	Hard To Love	0.638	0.722	9	-6.177	1	0.0332	0.0119	0.00808	0.189	0.483	103.017	country
4382	6769	Agent Orange	0.225	0.939	4	-11.81	0	0.0596	0.00000947	0.762	0.384	0.225	113.533	metal
4383	6622	Do U?	0.617	0.882	1	-2.701	0	0.101	0.168	0	0.12	0.268	145.933	hiphop
4384	9281	Head Over Boots	0.637	0.669	7	-4.608	1	0.0237	0.0919	0	0.103	0.645	108.078	country
4385	4809	Pour Some Sugar On Me (2012)	0.497	0.849	9	-5.352	1	0.0612	0.00985	0	0.106	0.72	169.937	rock
4386	12634	24 Preludes For Violin And Piano, Op.46: 15. Adagio sognando	0.132	0.00221	8	-41.468	1	0.0439	0.736	0.0000251	0.0893	0.0405	70.122	classical
4387	6306	New Slaves	0.5	0.593	1	-4.34	1	0.0898	0.141	0.00000621	0.0969	0.325	68.456	hiphop
4388	13561	Sunset	0.112	0.358	0	-13.927	1	0.0325	0.951	0.858	0.111	0.0935	45.803	classical
4389	13417	Pirame & Thisbé: Prologue - Scène deuxième, Vénus, la Gloire et leurs suites	0.303	0.122	5	-23.361	0	0.053	0.944	0.0000852	0.618	0.257	102.093	classical
4390	6512	If I Ruled the World (Imagine That)	0.879	0.564	10	-7.682	0	0.247	0.0474	0.00000943	0.0519	0.544	93.908	hiphop
4391	10885	Black Bottom	0.598	0.394	7	-11.385	0	0.203	0.962	0.907	0.155	0.962	210.326	jazz
4392	8864	Once Upon The Cross	0.205	0.95	10	-8.498	0	0.132	0.0000193	0.805	0.212	0.3	184.43	metal
4393	7783	Then To Hell With You	0.419	0.894	8	-5.223	0	0.068	0.0007	0.931	0.156	0.173	154.982	metal
4394	2062	11:11 - Radio Edit	0.491	0.766	6	-5.796	1	0.0571	0.000284	0.263	0.299	0.905	94.945	indie_alt
4395	16889	Red Lights	0.654	0.828	10	-4.795	1	0.0376	0.000748	0	0.118	0.565	124.997	latin
4396	14007	Seven Nation Army	0.745	0.466	4	-7.62	0	0.0864	0.00666	0.35	0.272	0.314	123.889	classical
4397	17335	La Mejor de Todas	0.683	0.206	11	-13.594	1	0.0735	0.666	0	0.052	0.585	134.699	latin
4398	7083	How You Remind Me - LP Mix	0.446	0.764	10	-5.042	1	0.033	0.00135	0	0.099	0.52	172.094	metal
4399	8949	Hooked	0.597	0.721	9	-6.422	1	0.0356	0.0362	0	0.0832	0.46	132.054	country
4400	6346	Ambitionz Az A Ridah	0.801	0.91	2	-6.566	1	0.225	0.00239	0.000909	0.0737	0.802	87.276	hiphop
4401	16098	Tu No Vive Asi (feat. Mambo Kingz & DJ Luian)	0.815	0.514	6	-9.446	0	0.361	0.54	0	0.611	0.624	120.054	latin
4402	5828	Gucci Gang	0.95	0.533	5	-7.022	1	0.148	0.247	0	0.114	0.675	119.869	hiphop
4403	4723	Leafy Incline	0.24	0.863	11	-8.046	0	0.0402	0.0000158	0.416	0.0944	0.345	75.591	rock
4404	2219	Lucky You	0.572	0.857	4	-9.845	0	0.037	0.00341	0.0146	0.155	0.678	133.893	indie_alt
4405	7002	Wait And Bleed	0.382	0.996	7	-4.119	1	0.104	0.00208	0	0.417	0.331	93.345	metal
4406	1485	Put a Light On	0.688	0.771	1	-4.463	1	0.0291	0.056	0.000106	0.0561	0.489	100.01	indie_alt
4407	16910	Tatuajes	0.799	0.468	7	-7.337	1	0.0315	0.721	0.00000163	0.122	0.886	100.738	latin
4408	9630	Barrel of a Shot Glass	0.51	0.823	1	-3.555	1	0.0887	0.0315	0	0.0909	0.737	149.906	country
4409	6639	Gamble	0.663	0.714	2	-5.532	1	0.146	0.21	0	0.421	0.537	157.955	hiphop
4410	19417	Clarinet Quintet in B Minor, Op. 115: II. Adagio - Più lento	0.11	0.0438	7	-20.501	1	0.0442	0.965	0.383	0.262	0.0369	80.955	romance
4411	5451	Love Is Blindness	0.266	0.74	10	-7.972	0	0.0788	0.0513	0.00426	0.162	0.513	48.578	rock
4412	12486	Cenas portuguesas, Op. 9: Cenas Portuguesas, Op. 9: No. 2. Chula	0.522	0.0507	2	-25.674	1	0.0479	0.994	0.88	0.0788	0.443	111.412	classical
4413	16439	Todavía Te Quiero	0.775	0.901	11	-2.875	0	0.191	0.0348	0	0.108	0.895	92.991	latin
4414	12129	Autumn Song	0.12	0.00589	3	-32.467	0	0.0477	0.981	0.701	0.0663	0.0405	81.597	classical
4415	8595	Für immer	0.462	0.459	11	-18.982	0	0.0346	0.0421	0.000282	0.165	0.319	75.243	metal
4416	2553	Cherry-coloured Funk	0.377	0.65	2	-5.902	1	0.029	0.00174	0.0000575	0.107	0.346	180.074	indie_alt
4417	645	Ballerz	0.864	0.723	4	-5.586	0	0.0452	0.329	0.00000875	0.0707	0.963	112.995	pop
4418	16355	Bella y Sensual	0.635	0.713	11	-6.909	1	0.0937	0.228	0	0.0506	0.749	179.864	latin
4419	10553	Requiem	0.447	0.439	7	-11.853	0	0.0908	0.994	0.923	0.127	0.223	83.382	jazz
4420	3475	YMCA - Original Version 1978	0.723	0.969	6	-4.516	1	0.142	0.0643	0	0.115	0.716	126.653	funk
4421	16885	Don't Let Me Down	0.532	0.869	11	-5.094	1	0.172	0.157	0.00508	0.136	0.419	159.803	latin
4422	14366	Concerto for Wind Ensemble: IV. —	0.0663	0.00488	5	-31.729	1	0.0392	0.732	0.786	0.108	0.0359	75.623	classical
4423	2402	How Much (You Want Her) 2017	0.654	0.665	8	-7.335	1	0.0571	0.0125	0.19	0.0872	0.752	109.965	indie_alt
4424	4070	Self Esteem	0.488	0.862	0	-7.595	1	0.0476	0.0204	0	0.359	0.691	104.56	rock
4425	4788	What's My Age Again?	0.403	0.956	6	-7.376	1	0.0732	0.017	0.0000709	0.0893	0.563	157.706	rock
4426	1862	Begin (feat. Wales)	0.601	0.499	6	-11.131	1	0.0343	0.815	0.712	0.109	0.53	96.981	indie_alt
4427	11610	Wake Me Up - Reggae Mix	0.607	0.762	11	-7.305	0	0.0296	0.000146	0.052	0.159	0.376	93	reggae
4428	6586	Faded	0.79	0.308	2	-17.375	0	0.357	0.796	0.711	0.311	0.628	78.946	hiphop
4429	14339	Verdi: Messa da Requiem - Libera me: VIId. Libera me, Domine	0.271	0.253	0	-16.727	1	0.0504	0.974	0.00589	0.0902	0.106	113.209	classical
4430	19833	Hero	0.555	0.638	7	-5.555	1	0.0418	0.147	0.0000231	0.107	0.147	151.933	romance
4431	3361	Give Up The Funk (Tear The Roof Off The Sucker)	0.742	0.589	9	-13.788	1	0.0381	0.0839	0.000131	0.0867	0.925	105.791	funk
4432	524	Save Tonight	0.547	0.693	0	-8.786	1	0.0353	0.0000924	0.0000546	0.113	0.581	119.567	pop
4433	7893	The Jester's Dance	0.271	0.95	5	-7.127	0	0.0467	0.0000383	0.949	0.277	0.351	178.935	metal
4434	4036	Legends	0.469	0.872	0	-5.155	0	0.0451	0.0116	0.00000398	0.0748	0.408	177.019	rock
4435	20615	Five Long Years - Live	0.594	0.592	2	-11.908	1	0.874	0.971	0.112	0.686	0.806	77.551	blues
4436	20212	Love Sweet Love	0.612	0.777	1	-2.843	0	0.0262	0.295	0	0.126	0.839	110.978	blues
4437	14302	Allegro brillante in E-Flat Major	0.254	0.0669	3	-20.583	1	0.0358	0.979	0.816	0.0721	0.0738	100.254	classical
4438	10018	L-O-V-E	0.692	0.204	9	-13.381	0	0.0424	0.806	0.0000763	0.0783	0.39	130.561	jazz
4439	12207	Symphony No. 1, Op. 7: II. Largo	0.0659	0.0359	1	-27.253	1	0.0456	0.964	0.614	0.0766	0.0338	71.811	classical
4440	19738	July	0.584	0.615	1	-4.962	1	0.0332	0.47	0	0.143	0.282	123.747	romance
4441	8750	Black Metal	0.291	0.758	1	-12.103	1	0.0556	0.000918	0.00000684	0.291	0.448	80.601	metal
