title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Malibu,0.565,0.782,8,-6.413,Major,0.0506,0.0577,0.0000416,0.0757,0.392,140.004,party
Stronger Together,0.685,0.635,1,-7.015,Minor,0.154,0.0453,0,0.313,0.861,157.04,blues
Lock & Key,0.388,0.826,0,-3.803,Major,0.0439,0.0000265,0.286,0.126,0.338,82.013,indie_alt
Heavy Is the Head,0.403,0.932,8,-3.205,Major,0.0548,0.000375,0.00153,0.0898,0.707,171.048,country
Pela Janela (Through the Window) featuring Gigi Rezende,0.373,0.51,2,-13.201,Minor,0.0385,0.292,0.808,0.0753,0.615,122.81,latin
Kokomo Blues,0.554,0.247,8,-15.957,Major,0.0385,0.818,0.00000838,0.0795,0.454,107.45,blues
3 A.M.,0.702,0.84,0,-3.547,Major,0.0879,0.0112,0,0.119,0.624,101.99,latin
The Devil With The Devil,0.419,0.2,4,-19.053,Minor,0.106,0.868,0.827,0.145,0.477,88.73,blues
Siempre Te Voy A Querer,0.769,0.45,0,-4.194,Major,0.0309,0.56,0,0.133,0.577,129.866,latin
Petrouchka - Three Movements For Piano (1921) / Scene 1: Russian Dance,0.485,0.301,9,-20.653,Minor,0.0461,0.984,0.869,0.123,0.414,116.221,classical
Run of Good Luck,0.544,0.166,6,-12.926,Major,0.0347,0.701,0.00000295,0.106,0.297,130.507,country
Know My Ting,0.828,0.77,7,-6.661,Major,0.14,0.05,0.00865,0.11,0.786,127.044,hiphop
"Three Little Birds - 12"" Mix (Dub Version)",0.79,0.604,9,-8.844,Major,0.0829,0.0552,0.0000948,0.0547,0.734,74.325,reggae
El Perdedor,0.779,0.582,5,-10.724,Major,0.0342,0.3,0,0.134,0.885,128.033,latin
18th & Vine,0.551,0.73,7,-6.921,Minor,0.0394,0.4,0.188,0.126,0.456,77.948,funk
Heimdalargaldr,0.387,0.881,9,-4.029,Major,0.1,0.00738,0.795,0.0974,0.0644,139.47,metal
Felices los 4,0.755,0.789,5,-4.502,Major,0.146,0.231,0,0.351,0.734,93.973,latin
Cartier Frames (feat. Nipsey Hussle),0.669,0.553,10,-7.604,Minor,0.057,0.027,0,0.326,0.411,97.026,hiphop
All Along the Watchtower,0.438,0.805,8,-6.237,Major,0.0624,0.00255,0.0000569,0.0842,0.565,113.253,rock
Eyes on You,0.768,0.389,11,-11.182,Minor,0.225,0.494,0.0605,0.146,0.783,77.036,blues
Can't Hold Us - feat. Ray Dalton,0.641,0.922,2,-4.457,Major,0.0786,0.0291,0,0.0862,0.85,146.078,pop
Come Away With Me,0.363,0.129,0,-14.304,Major,0.0322,0.904,0.00000152,0.157,0.155,80.367,jazz
Love Theme - From Ben Hur,0.193,0.196,5,-17.791,Major,0.0416,0.846,0.279,0.124,0.0376,94.25,classical
The Secret Pt. 1,0.361,0.99,0,-4.264,Major,0.253,0.000452,0.000407,0.115,0.132,172.975,metal
Blue 7,0.566,0.418,5,-11.706,Minor,0.0352,0.596,0.0118,0.109,0.482,133.4,jazz
"Sonate de concert en mi majeur pour violoncelle et piano, Op. 47: III. Adagio",0.227,0.031,7,-25.059,Major,0.0363,0.977,0.924,0.0828,0.0938,84.458,classical
Hey Lover,0.707,0.425,5,-12.406,Minor,0.0653,0.327,0,0.113,0.564,88.088,party
I Miss You,0.454,0.344,5,-6.002,Major,0.0316,0.901,0,0.129,0.198,133.329,romance
"Scherzo No.2 In B Flat Minor, Op.31: Presto - Sostenuto",0.35,0.0428,1,-21.542,Major,0.0448,0.991,0.906,0.092,0.0669,87.079,classical
Nothing Even Matters,0.539,0.363,10,-13.888,Minor,0.166,0.701,0.00000318,0.14,0.561,136.422,romance
Enough Now,0.688,0.604,11,-10.702,Minor,0.18,0.0118,0.185,0.197,0.603,168.024,pop
Plain Jane,0.797,0.844,11,-5.482,Major,0.275,0.0651,0,0.087,0.522,170.142,hiphop
The Nexus,0.504,0.963,6,-4.894,Major,0.125,0.000112,0,0.0906,0.582,104.99,metal
Largo: Adagio -,0.174,0.078,0,-24.166,Minor,0.0504,0.971,0.837,0.0552,0.0352,76.949,classical
The Times They Are A-Changin',0.389,0.396,7,-7.999,Major,0.0332,0.887,0,0.0828,0.58,171.86,rock
3 Pieces for String Quartet: No. 3,0.103,0.00216,8,-37.562,Major,0.0453,0.969,0.00363,0.0706,0.0291,86.893,classical
Friends of Friends,0.679,0.492,11,-6.291,Minor,0.0353,0.0367,0.000153,0.0778,0.459,104.786,indie_alt
Gyal You A Party Animal,0.591,0.843,0,-5.196,Major,0.148,0.0301,0,0.297,0.84,134.327,party
Come to Me,0.356,0.19,5,-11.106,Major,0.0327,0.976,0.00115,0.138,0.112,63.494,romance
My Girls,0.508,0.953,4,-6.031,Minor,0.0806,0.256,0.0445,0.929,0.559,119.973,indie_alt
"Goodnight, Sweetheart",0.218,0.125,0,-20.839,Major,0.0447,0.975,0.388,0.094,0.169,162.727,jazz
Star Of The Show,0.69,0.626,7,-5.831,Major,0.0275,0.129,0,0.169,0.652,101.958,country
Damn It Feels Good to Be a Gangsta,0.785,0.793,1,-7.915,Major,0.163,0.22,0.718,0.124,0.665,88.902,hiphop
Bhajan: IV. Bhajan,0.141,0.0445,2,-17.215,Major,0.041,0.805,0.585,0.0714,0.0268,70.592,classical
Give Me Your Love - Remastered,0.54,0.597,4,-12.315,Minor,0.0942,0.271,0,0.324,0.761,85.471,funk
"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air (""On a G String"") [Arr. M. Beiser for Cello & Electronics]",0.225,0.445,2,-9.837,Major,0.0373,0.993,0.923,0.885,0.183,89.781,classical
Heartstrings,0.402,0.71,9,-6.215,Major,0.046,0.000411,0.00114,0.149,0.249,124.922,metal
Love Bites,0.346,0.828,10,-6.512,Minor,0.0388,0.00263,0.0000297,0.893,0.251,131.297,rock
Traicionera,0.902,0.522,9,-5.931,Minor,0.0501,0.206,0.00000796,0.0843,0.887,125.74,latin
Pushin On Feat. Alice Russell,0.691,0.941,6,-3.617,Minor,0.0699,0.0112,0.257,0.102,0.892,104.665,funk
"Lucia di Lammermoor: Act III, Scene 2, No 14 i. Scena ed Aria ""Oh giusto cielo!""",0.334,0.0231,5,-29.73,Minor,0.0495,0.973,0.0000333,0.151,0.0391,112.984,classical
Last Resort,0.581,0.887,4,-3.659,Minor,0.0624,0.000504,0.00111,0.268,0.726,90.578,metal
Cherub Rock,0.382,0.867,9,-7.426,Major,0.0399,0.00000591,0.581,0.196,0.458,87.309,rock
Three Miniatures for Solo Violin: I. A Lullaby for Lalit,0.234,0.0164,2,-25.404,Major,0.0451,0.982,0.00148,0.0812,0.0395,136.357,classical
No Lies (feat. Wiz Khalifa),0.805,0.429,1,-11.902,Major,0.182,0.302,0.0000486,0.0962,0.351,77.488,hiphop
Cello Concerto No. 1 in G Major: II. Romance: Andantino,0.141,0.0414,10,-28.163,Major,0.0476,0.986,0.873,0.107,0.0621,91.276,classical
I Wish You Were Here,0.796,0.566,7,-7.857,Major,0.0695,0.02,0.0181,0.116,0.566,143.994,reggae
"String Quartet in D Major, M. 9: III. Larghetto",0.131,0.0914,6,-22.219,Minor,0.0422,0.922,0.592,0.129,0.0383,91.226,classical
Locked In,0.688,0.569,9,-6.599,Minor,0.15,0.018,0,0.173,0.643,97.071,indie_alt
Stranger,0.547,0.345,10,-11.265,Major,0.0501,0.479,0.00598,0.0857,0.107,70.014,indie_alt
My Father's Favourite,0.109,0.0693,8,-21.196,Major,0.0388,0.986,0.931,0.13,0.0408,58.869,classical
Unapologetic Bitch,0.76,0.777,11,-4.827,Minor,0.204,0.0224,0.000106,0.0676,0.828,75.019,reggae
"On, On, On, On...",0.819,0.662,9,-13.419,Major,0.0604,0.00617,0.315,0.0978,0.356,127.627,funk
Tu Príncipe,0.771,0.815,1,-5.423,Minor,0.0719,0.161,0.0000201,0.189,0.538,94.016,latin
'Til It Does,0.314,0.704,9,-4.521,Major,0.0399,0.271,0,0.0842,0.469,185.665,country
Good for the City,0.756,0.713,4,-8.222,Minor,0.0506,0.0118,0.0000371,0.0461,0.843,114.009,funk
The Beautiful People,0.622,0.949,9,-4.912,Major,0.134,0.00444,0.0656,0.0448,0.754,144.025,metal
Out Of The Woods,0.557,0.828,7,-6.848,Major,0.0388,0.00107,0.0000148,0.34,0.311,92.002,pop
Conversation (Remastered 2009),0.664,0.399,9,-9.603,Minor,0.0307,0.0121,0.21,0.139,0.658,114.613,pop
"Les Contes d'Hoffmann, Act III: Entr'acte (Orchestra)...Belle nuite, ô nuit d'amour : Barcarolle (Une voix/Giulietta/Chorus)",0.105,0.101,2,-25.323,Major,0.0455,0.918,0.000316,0.147,0.1,69.869,classical
Tale of Two Cities,0.616,0.705,9,-7.636,Major,0.0351,0.0538,0.704,0.0692,0.419,92.019,jazz
Monday,0.436,0.139,5,-15.434,Minor,0.0336,0.842,0.00000367,0.121,0.114,102.082,jazz
"You Don't Love Me (No, No, No) - Extended Mix",0.811,0.428,7,-10.728,Major,0.221,0.0122,0.317,0.344,0.667,80.962,reggae
Just Can't Get Enough - Remastered Version,0.762,0.862,0,-7.458,Major,0.0337,0.42,0.0375,0.18,0.924,128.182,pop
Puerto Pollensa,0.441,0.314,9,-13.754,Minor,0.0414,0.738,0.000629,0.0816,0.0971,116.346,latin
Showstopper,0.765,0.499,5,-14.197,Minor,0.0389,0.0204,0.818,0.0916,0.0929,118.014,party
Tunnel Vision,0.792,0.516,10,-8.152,Minor,0.211,0.483,0.00784,0.106,0.116,97.182,indie_alt
Under Attack,0.49,0.988,9,-3.407,Minor,0.0608,0.0000401,0.655,0.163,0.453,95.486,metal
"War Memorial, Op. 50: No. 1. Men Marching",0.171,0.0461,10,-23.751,Major,0.0462,0.964,0.914,0.0857,0.0383,86.243,classical
Monument - The Inevitable End Version,0.51,0.861,4,-6.843,Minor,0.041,0.00568,0.0519,0.701,0.619,93.049,latin
King,0.491,0.619,11,-7.139,Minor,0.0285,0.00105,0,0.115,0.467,89.024,indie_alt
Por Mujeres Como Tu,0.568,0.291,2,-7.73,Major,0.0268,0.857,0.0000163,0.159,0.376,92.023,latin
Dip & Ride,0.945,0.672,4,-5.4,Minor,0.0719,0.00383,0.0000333,0.109,0.167,105.01,reggae
Misty,0.328,0.0421,6,-22.933,Major,0.0426,0.993,0.525,0.0964,0.186,52.793,jazz
Sweet Home Chicago,0.658,0.121,6,-12.142,Major,0.0928,0.966,0.0000169,0.0808,0.373,97.831,blues
Down,0.53,0.512,8,-7.094,Major,0.133,0.0162,0.0000704,0.128,0.432,196.121,latin
Steps - Digitally Remastered,0.367,0.664,1,-12.831,Minor,0.0723,0.873,0.0719,0.157,0.516,127.992,jazz
Mas Dinero Mas Problemas,0.681,0.684,2,-5.355,Major,0.191,0.0462,0,0.423,0.207,148.734,latin
REBORN,0.759,0.836,6,-3.679,Major,0.139,0.312,0,0.0825,0.802,104.03,hiphop
Budo - Rudy Van Gelder Edition,0.539,0.358,8,-11.954,Major,0.0675,0.883,0.000579,0.285,0.708,120.303,jazz
Trouble in Mind,0.581,0.069,5,-15.029,Major,0.0422,0.996,0.00482,0.0898,0.501,84.735,blues
The Boss - Soundtrack/Black Caesar,0.745,0.481,1,-9.614,Major,0.0418,0.618,0.0101,0.0587,0.623,97.935,funk
"Lute Concerto in D Major, RV 93 (arr. A. Gentile): II. Largo",0.416,0.0046,2,-35.09,Major,0.05,0.995,0.902,0.0736,0.211,123.226,classical
"Cello Sonata in G Minor, Op. 65: III. Largo",0.194,0.0357,10,-27.013,Major,0.0397,0.974,0.897,0.126,0.0636,86.009,classical
Robarte un Beso,0.748,0.884,10,-3.556,Major,0.0501,0.0902,0,0.361,0.653,95.046,latin
Symphony No. 5: I. Trauermarsch,0.122,0.0259,1,-26.38,Minor,0.0368,0.886,0.629,0.112,0.0572,86.251,classical
Kokt tvätt,0.428,0.874,7,-7.86,Minor,0.0397,0.315,0.159,0.121,0.769,145.095,funk
Clarinet Concerto: II. Sarabande,0.142,0.00808,3,-32.495,Major,0.0499,0.931,0.396,0.072,0.0374,141.157,classical
Bear Claws,0.557,0.865,2,-1.925,Major,0.0354,0.0164,0,0.11,0.614,96.994,indie_alt
The Prettiest,0.682,0.468,7,-11.805,Major,0.0368,0.222,0.00133,0.0914,0.627,135.012,indie_alt
Il Faut Du Temps,0.5,0.538,7,-7.504,Major,0.0425,0.551,0.00000694,0.0663,0.24,129.865,romance
New Horizons,0.476,0.913,4,-5.905,Major,0.0602,0.0000749,0.00123,0.288,0.157,144.925,metal
Feel the Rush,0.866,0.621,1,-3.54,Major,0.0751,0.0284,0.0363,0.154,0.713,123.986,party
Mi Habana,0.646,0.958,4,-3.954,Minor,0.0511,0.0586,0.00000879,0.268,0.851,98.007,latin
"Cello Sonata in G Minor, Op. 65: III. Largo",0.155,0.0056,10,-31.747,Major,0.0392,0.985,0.941,0.116,0.0494,84.774,classical
The Art of War,0.489,0.82,4,-5.194,Major,0.0418,0.0118,0.0000197,0.103,0.377,84.066,metal
Where I'm Going,0.614,0.951,7,-2.478,Major,0.0742,0.02,0,0.0528,0.944,167.019,punk
Doomsday,0.3,0.985,6,-3.734,Minor,0.265,0.0000315,0.000275,0.0839,0.205,124.925,metal
Riding Horses,0.462,0.0592,2,-23.432,Major,0.0505,0.958,0.918,0.103,0.0807,114.155,latin
Lost in Life,0.421,0.506,0,-5.683,Minor,0.0316,0.00928,0,0.0985,0.0771,74.908,metal
All Jazzed Up (And Nowhere To Go),0.653,0.579,5,-7.841,Major,0.174,0.298,0.707,0.126,0.492,176.32,jazz
Delirium,0.643,0.244,1,-12.938,Major,0.106,0.971,0.4,0.0458,0.917,179.071,jazz
I Knew You Were Trouble,0.571,0.689,6,-4.424,Major,0.0606,0.00236,0,0.0494,0.629,154.152,punk
"Sonata in C Minor, Op. 45: Sonata in C Minor, Op. 45: II. Allegretto espressivo alla Romanza",0.266,0.0384,4,-26.555,Major,0.0467,0.92,0.107,0.102,0.0373,117.465,classical
Blood of Bannockburn,0.48,0.975,0,-4.342,Major,0.103,0.000314,0.0000259,0.224,0.414,95.992,metal
Hate of My Life,0.484,0.937,10,-2.665,Minor,0.0396,0.00000365,0.0000323,0.057,0.385,100.007,metal
Panorama,0.273,0.95,2,-9.402,Major,0.0931,0.0202,0.0000977,0.296,0.264,108.548,metal
Pitiful,0.54,0.959,8,-3.775,Major,0.0452,0.000817,0,0.376,0.486,131.83,metal
A Model of the Universe,0.345,0.044,7,-29.256,Minor,0.0453,0.982,0.96,0.221,0.078,90.43,classical
Dreams,0.587,0.958,1,-3.597,Minor,0.0398,0.000772,0.0401,0.134,0.749,113.99,indie_alt
Carmen Suite No.2: Danse bohème,0.347,0.105,0,-19.838,Major,0.0345,0.854,0.592,0.0962,0.286,132.601,classical
Where Our Shadows Sleep,0.554,0.628,7,-5.892,Minor,0.0261,0.591,0.0000749,0.104,0.232,137.001,metal
"Piano Sonata in E flat, H.XVI No.49: 3. Finale (Tempo di minuetto)",0.353,0.118,3,-24.182,Major,0.0424,0.991,0.915,0.0906,0.382,129.609,classical
I Don't Wanna Waste,0.778,0.71,1,-7.984,Major,0.224,0.575,0.133,0.134,0.783,94.05,reggae
Disco Circus - Hardrock Stricker 'Acid Circus' Punkin' Out Disco Mix,0.808,0.708,10,-7.601,Minor,0.0612,0.000042,0.849,0.0395,0.726,119.002,funk
Power Trip,0.63,0.608,1,-7.273,Major,0.225,0.338,0.000288,0.665,0.402,99.948,hiphop
Hell,0.382,0.938,8,-3.829,Major,0.0859,0.000368,0.854,0.106,0.279,114.03,rock
Hourglass,0.713,0.829,7,-5.671,Major,0.179,0.00282,0.0044,0.0915,0.528,122.084,party
I Win This Time (feat. Kodie Shane),0.68,0.737,0,-7.884,Major,0.0308,0.0469,0.00427,0.22,0.437,138.988,hiphop
Do You Think About Me,0.842,0.527,1,-11.628,Major,0.101,0.343,0.00251,0.115,0.68,110.99,indie_alt
Metanoia,0.113,0.942,3,-6.618,Major,0.119,0.00344,0.136,0.169,0.0395,93.89,metal
Bark at the Moon,0.333,0.934,9,-4.187,Minor,0.106,0.0000795,0.00239,0.122,0.472,146.369,metal
"Bach, JS: Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",0.343,0.0669,7,-27.986,Major,0.0502,0.976,0.954,0.124,0.576,91.273,classical
Litost,0.377,0.464,9,-8.44,Minor,0.0382,0.0639,0.0000639,0.121,0.163,119.865,indie_alt
Unwind,0.813,0.35,6,-7.566,Minor,0.0424,0.305,0.0308,0.0951,0.42,123.979,hiphop
Mayores,0.743,0.855,5,-3.976,Minor,0.0436,0.141,0.0045,0.099,0.863,96.989,latin
Let Me,0.545,0.609,8,-9.946,Major,0.0273,0.557,0.819,0.117,0.159,106.007,jazz
Soy Tuya,0.874,0.83,7,-4.101,Major,0.118,0.0317,0.00000173,0.209,0.493,94.982,latin
Amores Como el Nuestro,0.679,0.62,0,-10.943,Major,0.0469,0.549,0.0189,0.0774,0.617,179.505,latin
Jingo,0.642,0.849,10,-9.829,Minor,0.04,0.00402,0.627,0.25,0.778,121.41,funk
Tenerife Sea,0.53,0.346,8,-10.497,Major,0.0376,0.697,0.0000107,0.105,0.362,121.876,romance
Never Going Home,0.428,0.768,2,-5.845,Major,0.0301,0.0779,0.646,0.0905,0.303,161.909,indie_alt
Violet,0.527,0.324,5,-8.85,Major,0.0308,0.517,0.000127,0.117,0.0393,85.053,indie_alt
Hello,0.513,0.798,1,-5.663,Major,0.0487,0.00187,0,0.2,0.501,102.037,rock
Apaga la Luz,0.718,0.598,5,-5.142,Minor,0.0578,0.24,0,0.121,0.458,139.921,latin
Barber: Adagio for Strings,0.102,0.0733,10,-24.133,Minor,0.0488,0.974,0.859,0.28,0.0308,73.954,classical
Coma,0.29,0.917,8,-12.687,Major,0.101,0.000188,0.659,0.0814,0.153,93.009,metal
Bebe (feat. Anuel AA),0.739,0.688,9,-10.246,Major,0.157,0.551,0.00118,0.101,0.586,169.829,latin
Distorting of Perception,0.406,0.936,2,-4.564,Minor,0.11,0.000168,0.242,0.062,0.26,139.922,metal
Kingston Town,0.779,0.819,4,-3.495,Minor,0.0611,0.0336,0,0.355,0.577,74.007,reggae
Sermon Ov Wrath,0.343,0.993,11,-4.638,Minor,0.129,0.0000532,0.762,0.52,0.0974,100.141,metal
St. Anger,0.249,0.949,2,-2.642,Minor,0.0678,0.00131,0.0228,0.0953,0.482,185.252,metal
Bottom Of The Sea,0.775,0.66,0,-7.929,Minor,0.0444,0.00681,0.171,0.22,0.428,126.022,party
Funkin' for Jamaica,0.786,0.795,5,-10.239,Minor,0.245,0.217,0.00205,0.0164,0.66,110.926,funk
downtown,0.562,0.419,6,-9.679,Major,0.0549,0.0826,0.00649,0.158,0.331,77.775,jazz
No One,0.649,0.552,1,-5.419,Minor,0.0292,0.03,0.00000647,0.111,0.169,89.969,pop
Abandoned,0.543,0.937,8,-3.98,Minor,0.147,0.00389,0.192,0.351,0.382,106.434,metal
Kingdoms,0.202,0.979,9,-4.338,Major,0.113,0.0000251,0.867,0.108,0.0893,149.836,metal
Polka Dots And Moonbeams - 1998 Digital Remaster,0.552,0.171,2,-13.66,Minor,0.0544,0.955,0.877,0.122,0.139,102.4,jazz
Gloria,0.148,0.0769,0,-21.494,Major,0.0444,0.986,0.000194,0.159,0.291,167.461,classical
Alias,0.419,0.937,10,-3.827,Minor,0.0619,0.0217,0.00144,0.231,0.338,170.016,metal
"No Gods, No Masters",0.453,0.972,0,-4.544,Minor,0.0511,0.0000178,0.461,0.503,0.291,124.655,metal
Genesis of void,0.249,0.982,5,-2.633,Major,0.224,0.0000184,0.92,0.104,0.114,144.983,metal
American Dreamer,0.757,0.557,4,-6.557,Minor,0.0399,0.0529,0,0.241,0.526,125.965,rock
Saar,0.162,0.971,3,-6.212,Minor,0.14,0.00261,0.809,0.0941,0.141,94.642,metal
Trap Paris (feat. Quavo & Ty Dolla $ign),0.962,0.628,4,-5.045,Minor,0.0694,0.0205,0.00000104,0.0897,0.177,124.98,hiphop
Solamente una Vez,0.832,0.205,7,-11.798,Major,0.0606,0.286,0,0.101,0.442,99.076,latin
World A Music,0.874,0.492,6,-7.752,Minor,0.139,0.0111,0.00801,0.0481,0.348,74.083,reggae
Soul,0.714,0.787,1,-8.314,Major,0.268,0.246,0,0.116,0.72,137.035,hiphop
At Last - Single Version,0.168,0.326,5,-9.981,Major,0.0324,0.721,0.0006,0.316,0.316,174.794,jazz
Marry,0.891,0.649,9,-6.476,Major,0.068,0.169,0.0289,0.058,0.755,111.989,pop
"Serpentine Fire (feat. Philip Bailey, Verdine White, and Ralph Johnson)",0.742,0.811,5,-4.958,Minor,0.0443,0.0692,0.00000421,0.337,0.476,139.358,funk
Living In A Dream,0.419,0.624,7,-8.882,Major,0.029,0.000608,0.0201,0.186,0.479,79.754,country
Cantate Domino,0.198,0.13,3,-15.875,Major,0.0323,0.873,0.185,0.0778,0.0652,71.276,classical
First Gymnopedie,0.449,0.36,7,-17.882,Major,0.21,0.992,0.888,0.156,0.184,78.911,jazz
Ay Amor (Bolero),0.462,0.18,8,-12.152,Major,0.05,0.99,0.0427,0.107,0.405,81.43,latin
Knee Deep (feat. Jimmy Buffett),0.715,0.584,8,-8.231,Major,0.0296,0.432,0.00000141,0.095,0.6,90.987,country
Pertes et fracas,0.563,0.933,11,-6.126,Minor,0.0917,0.0126,0.0000297,0.173,0.616,164.976,metal
Do Not Disturb,0.552,0.566,1,-6.952,Major,0.283,0.125,0,0.199,0.228,135.541,romance
Good Life - Acoustic Version,0.497,0.504,1,-5.127,Major,0.108,0.849,0,0.16,0.519,78.288,pop
Body Party,0.577,0.576,2,-6.299,Major,0.0563,0.0143,0,0.602,0.113,133.973,romance
Reggaetón Lento (Bailemos),0.761,0.838,4,-3.073,Minor,0.0502,0.4,0,0.176,0.717,93.974,latin
White Room,0.55,0.576,0,-13.475,Major,0.0306,0.178,0.00935,0.0555,0.5,109.837,rock
Romance in the Dark,0.623,0.287,0,-14.132,Major,0.066,0.977,0.0791,0.122,0.728,137.791,blues
Youthful Suite: IV. Eastern Intermezzo,0.495,0.226,5,-21.033,Major,0.0385,0.969,0.875,0.0946,0.325,127.827,classical
Feel It Still,0.801,0.795,1,-5.115,Minor,0.0504,0.0417,0.000113,0.0717,0.754,79.028,indie_alt
So Amazing,0.626,0.356,3,-13.046,Minor,0.0332,0.49,0.000031,0.225,0.304,128.588,romance
So Am I (feat. Damian Marley & Skrillex),0.642,0.791,0,-6.073,Major,0.137,0.0242,0.00891,0.192,0.359,169.84,pop
Turiya & Ramakrishna,0.42,0.298,6,-14.634,Major,0.0321,0.91,0.83,0.278,0.145,111.398,jazz
Blind,0.284,0.896,2,-8.206,Major,0.155,0.00671,0.00396,0.176,0.253,91.53,metal
Night's On Fire,0.539,0.779,4,-4.139,Major,0.0432,0.247,0.00000271,0.386,0.729,164.029,country
Love For Sale,0.582,0.343,5,-8.004,Minor,0.0428,0.735,0,0.125,0.463,88.144,jazz
Til Kingdom Come,0.607,0.395,0,-9.593,Major,0.0287,0.612,0.00768,0.33,0.274,115.071,classical
"Nulla in mundo pax, RV 630: 1. Nulla in mundo pax (Larghetto)",0.29,0.15,3,-14.909,Major,0.0446,0.876,0.0028,0.168,0.0963,97.598,classical
One Draw,0.791,0.43,2,-11.316,Major,0.068,0.0312,0.000189,0.0476,0.727,89.519,reggae
6 'N The Mornin',0.823,0.745,5,-6.637,Minor,0.247,0.00282,0.000332,0.323,0.551,91.919,hiphop
Raise Hell,0.542,0.682,6,-6.285,Major,0.0284,0.0247,0,0.489,0.744,79.978,rock
I Feel Fire,0.329,0.943,5,-3.738,Minor,0.0791,0.013,0,0.273,0.192,80.032,punk
Paralyzed,0.528,0.91,6,-4.362,Major,0.0499,0.000277,0.0252,0.129,0.39,100.017,metal
notime,0.707,0.641,3,-9.13,Minor,0.235,0.265,0.926,0.15,0.698,146.188,hiphop
All Gates Open,0.675,0.404,0,-15.228,Major,0.0398,0.138,0.826,0.391,0.685,133.94,rock
"Mercer: Autumn Leaves (after ""Les Feuilles mortes"" by Joseph Kosma)",0.332,0.27,4,-16.699,Minor,0.04,0.791,0.0912,0.102,0.182,102.765,classical
The Password,0.427,0.959,5,-4.811,Minor,0.118,0.00129,0.00000109,0.346,0.52,150.061,rock
HUNNIT,0.57,0.75,4,-3.67,Minor,0.0744,0.00251,0.00000408,0.187,0.224,112.65,hiphop
Life Changes,0.688,0.85,7,-4.48,Major,0.065,0.098,0,0.043,0.816,87.985,country
My Pain,0.513,0.366,10,-12.122,Major,0.0295,0.238,0.873,0.121,0.0666,114.99,metal
It Ain't The Meat,0.664,0.441,10,-8.473,Major,0.066,0.907,0,0.139,0.856,147.149,blues
Que Te Ruegue Quien Te Quiera,0.695,0.575,8,-5.417,Major,0.0379,0.85,0.00287,0.267,0.972,128.066,latin
Preachin' To The Choir,0.475,0.861,7,-4.188,Major,0.0367,0.0676,0,0.339,0.706,144.047,country
It Could Happen To You,0.615,0.415,5,-9.804,Minor,0.0413,0.453,0.0000434,0.417,0.598,94.451,jazz
You Broke Another Heart,0.51,0.927,9,-7.365,Major,0.0499,0.398,0.00279,0.215,0.903,182.188,rock
Edition,0.86,0.332,1,-10.263,Major,0.22,0.807,0,0.106,0.26,140.949,indie_alt
Tired Of Saying Sorry,0.568,0.141,0,-11.047,Major,0.0279,0.941,0.00000895,0.114,0.381,97.932,romance
Nympes de bois,0.155,0.267,1,-17.016,Minor,0.0382,0.987,0.00358,0.133,0.0377,138.966,classical
Marcus Garvey,0.726,0.487,0,-9.235,Major,0.0993,0.0442,0.00766,0.0955,0.483,91.899,reggae
"String Quartet No. 3, Op. 30: I. Moderato",0.36,0.182,8,-19.783,Major,0.0462,0.97,0.772,0.31,0.128,96.385,classical
(Everything I Do ) I Do It For You,0.571,0.566,1,-5.225,Major,0.0294,0.308,0.0000028,0.112,0.349,131.828,romance
Brick,0.542,0.454,2,-10.247,Major,0.025,0.645,0.00279,0.15,0.242,96.881,romance
Música Muisca,0.18,0.0432,6,-24.683,Major,0.0373,0.738,0.899,0.116,0.0352,142.874,classical
Ikaros,0.374,0.751,2,-8.754,Minor,0.0611,0.00161,0.776,0.0803,0.0397,137.967,rock
Into the Unknown,0.435,0.8,4,-6.23,Major,0.0377,0.000292,0.518,0.125,0.134,96.981,metal
Algo Contigo,0.689,0.419,5,-7.59,Major,0.0327,0.773,0.000207,0.108,0.384,94.034,latin
I'll Be Home Soon,0.51,0.677,2,-4.95,Major,0.0304,0.5,0.00000114,0.112,0.303,141.942,country
My Confession,0.797,0.367,10,-11.313,Major,0.0621,0.362,0.463,0.0995,0.687,136.606,reggae
Never Enough,0.628,0.764,1,-4.93,Major,0.0392,0.00138,0.0000286,0.107,0.423,102.991,indie_alt
Veneno (feat. Demarco Flamenco),0.723,0.693,10,-8.904,Major,0.096,0.646,0.00607,0.115,0.735,95.249,latin
My Heart Is Not A Machine,0.449,0.44,2,-12.305,Major,0.0607,0.177,0.00325,0.109,0.592,78.309,romance
So You Want To Be A Rock 'N' Roll Star,0.254,0.803,2,-6.362,Major,0.0529,0.513,0.658,0.338,0.641,149.158,rock
Bebe (feat. Anuel AA),0.739,0.688,9,-10.246,Major,0.157,0.551,0.00118,0.101,0.586,169.829,latin
Suckerpunch,0.417,0.899,1,-3.791,Minor,0.0507,0.0000233,0.000876,0.261,0.329,143.79,metal
Doin’ It,0.811,0.764,0,-4.33,Major,0.124,0.00848,0.0000292,0.0988,0.711,145.016,hiphop
"The Deepest Sighs, the Frankest Shadows",0.355,0.812,0,-5.861,Major,0.0767,0.0565,0.00972,0.141,0.143,151.818,rock
Bleeding Love,0.635,0.647,5,-5.865,Major,0.0351,0.192,0,0.154,0.193,104.054,romance
